Salmonella	Serogroup	Group	O Antigen	Shared H1 Probe	H Phase 1	H Phase 2	Other
Encino	H	"O:6,14 (H)"	"1,6,14,25"		d	"l,z13,z28"	
Wil	C1	O:7 (C1)	"6,7"		d	"l,z13,z28"	
IIIb	F	O:11 (F)	11	"l,v/l,z13"	"l,v"	z	[z56]
IIIb	G	O:13 (G)	"13,22"		"g,m,s"	z	
IIIb	I	O:16 (l)	16		k	z	
IIIb	I	O:16 (l)	16	"l,v/l,z13"	"l,v"	z	[z61]
IIIb	J	O:17 (J)	17		k	z	
IIIb	J	O:17 (J)	17		r	z	
IIIb	J	O:17 (J)	17		z10	z	
IIIb	K	O:18 (K)	18	"l,v/l,z13"	"l,v"	z	[z50]
IIIb	K	O:18 (K)	18		r	z	
IIIb	L	O:21 (L)	21		k	z	
IIIb	L	O:21 (L)	21	"l,v/l,z13"	"l,v"	z	
IIIb	L	O:21 (L)	21		r	z	
IIIb	L	O:21 (L)	21		z10	z	
IIIb	M	O:28 (M)	28		z10	z	
IIIb	O	O:35 (O)	35		i	z	
IIIb	O	O:35 (O)	35		k	z	
IIIb	O	O:35 (O)	35		r	z	
IIIb	O	O:35 (O)	35		z52	z	
IIIb	P	O:38 (P)	38		i	z	
IIIb	P	O:38 (P)	38		k	z	
IIIb	P	O:38 (P)	38	"l,v/l,z13"	"l,v"	z	
IIIb	Z	O:50 (Z)	50		k	z	"[z50],[z57],[z68],[z86]"
IIIb	Y	O:48 (Y)1	48		i	z	[z72]
IIIb	Z	O:50 (Z)	50		r	z	[z67]
IIIb		O:60	60		r	z	
IIIb	61	O:61	61		i	z	
IIIb	X	O:47 (X)	47		k	z	
IIIb	Y	O:48 (Y)1	48		c	z	
IIIb	Y	O:48 (Y)1	48		r	z	
IIIb		O:53	53		z10	z	
IIIb	61	O:61	61		r	z	
IIIb	P	O:38 (P)	38		r	z	[z57]
IIIb	P	O:38 (P)	38		z10	z	
IIIb	R	O:40 (R) 	40		k	z	z57
IIIb	R	O:40 (R) 	40	"l,v/l,z13"	"l,v"	z	
IIIb	T	O:42 (T)	42		k	z	
IIIb	T	O:42 (T)	42	"l,v/l,z13"	"l,v"	z	
IIIb	T	O:42 (T)	42		r	z	
IIIb	T	O:42 (T)	42		z10	z	
IIIb	T	O:42 (T)	42		z52	z	
IIIb	U	O:43 (U)	43		k	z	
IIIb	U	O:43 (U)	43		r	z	
IIIb	X	O:47 (X)	47		c	z	
IIIb	X	O:47 (X)	47		i	z	
IIIb	X	O:47 (X)	47	"l,v/l,z13"	"l,v"	z	
IIIb	X	O:47 (X)	47		r	z	
IIIb	X	O:47 (X)	47		z10	z	
IIIb	X	O:47 (X)	47		z52	z	
IIIb	Y	O:48 (Y)1	48		k	z	
IIIb	Y	O:48 (Y)1	48	"l,v/l,z13"	"l,v"	z	
IIIb	Y	O:48 (Y)1	48		z10	z	
IIIb	Y	O:48 (Y)1	48		z52	z	
IIIb	Z	O:50 (Z)	50		i	z	
IIIb	Z	O:50 (Z)	50	"l,v/l,z13"	"l,v"	z	
IIIb	Z	O:50 (Z)	50		z10	z	[z56]
IIIb		O:51	51	"l,v/l,z13"	"l,v"	z	
IIIb		O:53	53		i	z	
IIIb		O:53	53		k	z	
IIIb		O:53	53	"l,v/l,z13"	"l,v"	z	
IIIb		O:53	53		r	z	
IIIb		O:57	57		c	z	"[z70],[z90]"
IIIb		O:57	57		i	z	
IIIb		O:57	57		z10	z	
IIIb	58	O:58	58		k	z	
IIIb	58	O:58	58		r	z	
IIIb	58	O:58	58		z52	z	
IIIb		O:59	59		i	z	
IIIb		O:59	59		(k)	z	
IIIb		O:59	59	"l,v/l,z13"	"l,v"	z	
IIIb	H	"O:6,14 (H)"	"(6),14"		k	z	
IIIb	H	"O:6,14 (H)"	"(6),14"	"l,v/l,z13"	"l,v"	z	
IIIb	H	"O:6,14 (H)"	"(6),14"		r	z	
IIIb	H	"O:6,14 (H)"	"(6),14"		z10	z	"[z56],[z90]"
IIIb		O:60	60		k	z	
IIIb		O:60	60	"l,v/l,z13"	"l,v"	z	
IIIb		O:60	60		z10	z	
IIIb		O:60	60		z52	z	
IIIb	61	O:61	61	"l,v/l,z13"	"l,v"	z	
IIIb	61	O:61	61		z52	z	
IIIb		O:63	63		(k)	z	
IIIb		O:65	65		c	z	
IIIb		O:65	65		i	z	
IIIb		O:65	65		(k)	z	
IIIb		O:65	65	"l,v/l,z13"	"l,v"	z	
IIIb		O:65	65		z10	z	
IIIb		O:65	65		z52	z	
IIIb	C1	O:7 (C1)	"6,7"		(k)	z	[z55]
IIIb	C2-C3	O:8 (C2-C3)	8		r	z	
II	W	O:45 (W)	45		a	z10	
Westminster	E	"O:3,10 (E1)"	"3,{10}{15}"		b	z35	
Chittagong	E	"O:1,3,19 (E4)"	"1,3,10,19"		b	z35	
IIIb	I	O:16 (l)	16		i	z35	
IIIb	I	O:16 (l)	16		(k)	z35	
IIIb	I	O:16 (l)	16	"l,v/l,z13"	"l,v"	z35	
IIIb	I	O:16 (l)	16		z52	z35	
IIIb	J	O:17 (J)	17		i	z35	
IIIb	J	O:17 (J)	17	"l,v/l,z13"	"l,v"	z35	
Maron	E	"O:3,10 (E1)"	"3,10"		d	z35	
Sinchew	E	"O:3,10 (E1)"	"3,10"	"l,v/l,z13"	"l,v"	z35	
IIIb	O	O:35 (O)	35		i	z35	
IIIb	O	O:35 (O)	35		(k)	z35	
IIIb	O	O:35 (O)	35	"l,v/l,z13"	"l,v"	z35	[z67]
IIIb	O	O:35 (O)	35		r	z35	
IIIb	O	O:35 (O)	35		z10	z35	
IIIb	O	O:35 (O)	35		z52	z35	
IIIb	P	O:38 (P)	38		(k)	z35	[z56]
IIIb	P	O:38 (P)	38	"l,v/l,z13"	"l,v"	z35	
IIIb	X	O:47 (X)	47		k	z35	
IIIb	Z	O:50 (Z)	50	"l,v/l,z13"	"l,v"	z35	
IIIb	61	O:61	61	"l,v/l,z13"	"l,v"	z35	
IIIb	X	O:47 (X)	47		z10	z35	
IIIb	61	O:61	61		c	z35	
IIIb	61	O:61	61		k	z35	
IIIb		O:53	53		z10	z35	
IIIb		O:60	60		z52	z35	
IIIb	61	O:61	61		r	z35	
IIIb	P	O:38 (P)	38		r	z35	
IIIb	P	O:38 (P)	38		z52	z35	
Chennai	B	O:4 (B)	"4,12"		d	z35	
II	B	O:4 (B)	"4,12,27"		i	z35	
Vellore	B	O:4 (B)	"1,4,12,27"		z10	z35	
IIIb	R	O:40 (R) 	40		z10	z35	
IIIb	S	O:41 (S)	41		(k)	z35	
IIIb	T	O:42 (T)	42		(k)	z35	
IIIb	T	O:42 (T)	42		z10	z35	
Parakou	T	O:42 (T)	"1,42"		"l,w"	z35	
Palamaner	V	O:44 (V)	"1,44"		d	z35	
IIIb	X	O:47 (X)	47		c	z35	
IIIb	X	O:47 (X)	47		i	z35	
IIIb	X	O:47 (X)	47	"l,v/l,z13"	"l,v"	z35	
IIIb	X	O:47 (X)	47	"r,i/r,[i]"	"r,[i]"	z35	
IIIb	X	O:47 (X)	47		z52	z35	
IIIb	Y	O:48 (Y)1	48		i	z35	[z57]
IIIb	Y	O:48 (Y)1	48		k	z35	[z75]
IIIb	Z	O:50 (Z)	50		k	z35	
IIIb	Z	O:50 (Z)	50		r	z35	[z58]
IIIb	Z	O:50 (Z)	50		z52	z35	
IIIb		O:51	51		k	z35	
IIIb		O:52	52		k	z35	
IIIb		O:53	53		(k)	z35	
IIIb		O:53	53	"l,v/l,z13"	"l,v"	z35	
IIIb		O:53	53		r	z35	
IIIb		O:53	53		z52	z35	
IIIb	58	O:58	58	"l,v/l,z13"	"l,v"	z35	
IIIb	58	O:58	58		z52	z35	
IIIb		O:59	59		i	z35	[z84]
IIIb		O:59	59		(k)	z35	
IIIb		O:59	59		r	z35	
IIIb	H	"O:6,14 (H)"	"(6),14"	"l,v/l,z13"	"l,v"	z35	
IIIb	H	"O:6,14 (H)"	"[1],6,14,[25]"		z52	z35	
IIIb		O:60	60		k	z35	
IIIb		O:60	60		r	z35	
IIIb		O:60	60		z10	z35	
IIIb	61	O:61	61		i	z35	
IIIb	61	O:61	61		z10	z35	
IIIb	61	O:61	61		z52	z35	
IIIb		O:65	65		(k)	z35	
IIIb		O:65	65	"l,v/l,z13"	"l,v"	z35	
IIIb		O:65	65		r	z35	
IIIb		O:65	65		z52	z35	
Coromandel	C1	O:7 (C1)	"6,7"	"l,v/l,z13"	"l,v"	z35	
Kotte	C1	O:7 (C1)	"6,7"		b	z35	
Omuna	C1	O:7 (C1)	"6,7"		z10	z35	
Tamilnadu	C1	O:7 (C1)	"6,7"		z41	z35	
IIIb	C2-C3	O:8 (C2-C3)	8		(k)	z35	
Jaffna	A/D	O:9 (D1)	"1,9,12"		d	z35	
Ceyco	A/D	"O:9,46 (D2)"	"9,46"		k	z35	
Kolar	A/D	"O:9,46 (D2)"	"9,46"		b	z35	
Sontheim	A/D	"O:9,46 (D2)"	"9,46"		d	z35	
II	F	O:11 (F)	11		"g,[m],s,t"	z39	
II	F	O:11 (F)	11		z	z39	
II	I	O:16 (l)	16		b	z39	
II	J	O:17 (J)	17		c	z39	
II	J	O:17 (J)	17	"g,s,t/g,t"	"g,t"	z39	
II	M	O:28 (M)	28		"g,m,t"	z39	
II	M	O:28 (M)	28	mt/mptu	"m,t"	z39	
II	M	O:28 (M)	28		z	z39	
II	E	"O:3,10 (E1)"	"3,10"		a	z39	
II	E	"O:3,10 (E1)"	"3,10"		b	z39	
II	E	"O:3,10 (E1)"	"3,10"		"l,z28"	z39	
II	E	"O:3,10 (E1)"	"3,10"		z	z39	
II	N	O:30 (N)	30		a	z39	
II	N	O:30 (N)	30		c	z39	
II	P	O:38 (P)	38		d	z39	
II		O:55	55		k	z39	
II	A/D	"O:9,46 (D2)"	"9,46"		z	z39	
II	Q	O:39 (Q)	39		a	z39	
II	Q	O:39 (Q)	39		"l,z28"	z39	
II	B	O:4 (B)	"1,4,12,[27]"		a	z39	
II	B	O:4 (B)	"4,12"		"g,m,t"	z39	
II	B	O:4 (B)	"1,4,12,27"	"l,v/l,z13"	"l,v"	z39	
II	B	O:4 (B)	"4,12"		z	z39	
II	R	O:40 (R) 	40		a	z39	
II	R	O:40 (R) 	"1,40"		c	z39	
II	R	O:40 (R) 	40	"g,s,t/g,t"	"g,t"	z39	
II	R	O:40 (R) 	40	mt/mptu	"m,t"	z39	
II	R	O:40 (R) 	"1,40"		"l,z28"	z39	
II	R	O:40 (R) 	"1,40"		z	z39	
II	R	O:40 (R) 	40		"z4,z24"	z39	
II	U	O:43 (U)	43		d	z39	
II	W	O:45 (W)	45		z	z39	
II	X	O:47 (X)	47		d	z39	
II	Y	O:48 (Y)1	48		a	z39	
II	Y	O:48 (Y)1	48		k	z39	
II		O:51	51		"l,z28"	z39	
II		O:52	52		d	z39	
II		O:52	52		z	z39	
II		O:53	"1,53"		d	z39	
II		O:53	53		"l,z28"	z39	
II		O:56	56	"l,v/l,z13"	"l,v"	z39	
II	C1	O:7 (C1)	"6,7"		b	z39	
II	C1	O:7 (C1)	"6,7"		"g,m,s,t"	z39	
II	C1	O:7 (C1)	"6,7"		z	z39	
II	C2-C3	O:8 (C2-C3)	"6,8"		a	z39	
II	A/D	O:9 (D1)	"9,12"		a	z39	
II	A/D	O:9 (D1)	"1,9,12"		b	z39	
II	A/D	O:9 (D1)	"9,12"		d	z39	
II	A/D	O:9 (D1)	"1,9,12"	mt/mptu	"m,t"	z39	
II	A/D	O:9 (D1)	"9,12"	"l,v/l,z13"	"l,v"	z39	
II	A/D	O:9 (D1)	"1,9,12"		y	z39	
II	A/D	O:9 (D1)	"9,12"		z	z39	
II	A/D	"O:9,46 (D2)"	"9,46"		"z4,z24"	z39	z42
II	A/D	"O:9,46 (D2)"	"9,46"		z10	z39	
II	A/D	"O:9,46,27 (D3)"	"1,9,12,46,27"		c	z39	
II	A/D	"O:9,46,27 (D3)"	"1,9,12,46,27"		"l,z13,z28"	z39	
II	A/D	"O:9,46,27 (D3)"	"1,9,12,46,27"		y	z39	
II	A/D	"O:9,46,27 (D3)"	"1,9,12,46,27"		z10	z39	
II	G	O:13 (G)	"13,23"		k	z41	
II	G	O:13 (G)	"1,13,23"		a	z42	
II	G	O:13 (G)	"1,13,22"		b	z42	
II	G	O:13 (G)	"1,13,23"		"g,m,s,t"	z42	
II	G	O:13 (G)	"1,13,23"	"g,s,t/g,t"	"g,[s],t"	z42	
II	G	O:13 (G)	"13,22"	mt/mptu	"m,t"	z42	z39
II	G	O:13 (G)	"1,13,23"	mt/mptu	"m,t"	z42	
II	G	O:13 (G)	"1,13,23"		"l,z28"	z42	
II	G	O:13 (G)	"1,13,23"		z	z42	
II	I	O:16 (l)	16		b	z42	
II	I	O:16 (l)	16		"l,z28"	z42	
II	I	O:16 (l)	16		z	z42	
II	E	"O:3,10 (E1)"	"3,10"		z38	z42	
II	O	O:35 (O)	35	"g,s,t/g,t"	"g,t"	z42	
II	R	O:40 (R) 	"1,40"		"g,[m],[s],t"	z42	
II	R	O:40 (R) 	"1,40"	mt/mptu	"m,t"	z42	
II	R	O:40 (R) 	40		z	z42	
II	U	O:43 (U)	43		b	z42	
II	U	O:43 (U)	43		d	z42	
II	U	O:43 (U)	43		z29	z42	
II	V	O:44 (V)	44	"g,s,t/g,t"	"g,t"	z42	
II	V	O:44 (V)	"1,44"	mt/mptu	"m,t"	z42	
II	W	O:45 (W)	45		z29	z42	
II	Z	O:50 (Z)	50		"l,z28"	z42	
II		O:53	53		d	z42	
II		O:57	57		a	z42	
II		O:57	57		"g,[m],s,t"	z42	
II		O:57	57		z29	z42	
II	C1	O:7 (C1)	"6,7"		a	z42	
II	C1	O:7 (C1)	"6,7"		d	z42	
II	C1	O:7 (C1)	"6,7"		"l,w"	z42	
II	C1	O:7 (C1)	"6,7"		z	z42	
II	C1	O:7 (C1)	"6,7"		"z4,z24"	z42	
II	C1	O:7 (C1)	"6,7"		z36	z42	
II	A/D	O:9 (D1)	"1,9,12"		a	z42	
IIIb	Z	O:50 (Z)	50		z	z52	
IIIb	Y	O:48 (Y)1	48		z35	z52	
IIIb		O:52	52		z	z52	
II	C2-C3	O:8 (C2-C3)	"6,8"		a	z52	
IIIb	F	O:11 (F)	11		k	z53	
IIIb	F	O:11 (F)	11	"l,v/l,z13"	"l,v"	z53	
IIIb	I	O:16 (l)	16		k	z53	
IIIb	I	O:16 (l)	16	"l,v/l,z13"	"l,v"	z53	
IIIb	K	O:18 (K)	18		(k)	z53	
IIIb	K	O:18 (K)	18	"l,v/l,z13"	"l,v"	z53	
IIIb	L	O:21 (L)	21		z10	z53	
IIIb	O	O:35 (O)	35		i	z53	
IIIb	O	O:35 (O)	35		k	z53	[z50]
IIIb	P	O:38 (P)	38		i	z53	
IIIb	P	O:38 (P)	38		k	z53	
IIIb	61	O:61	61		z52	z53	
IIIb	X	O:47 (X)	47		i	z53	"[z57],[z84]"
IIIb	X	O:47 (X)	47		k	z53	[z84]
IIIb	X	O:47 (X)	47		r	z53	"[z70],[z74],[z77],[z90]"
IIIb	61	O:61	61		i	z53	
IIIb	P	O:38 (P)	38		z10	z53	
IIIb	P	O:38 (P)	38		z52	z53	
IIIb	R	O:40 (R) 	40		k	z53	
IIIb	R	O:40 (R) 	"1,40"	"l,v/l,z13"	"l,v"	z53	
IIIb	R	O:40 (R) 	40		r	z53	
IIIb	T	O:42 (T)	42	"l,v/l,z13"	"l,v"	z53	
IIIb	T	O:42 (T)	42		r	z53	
IIIb	U	O:43 (U)	43	"l,v/l,z13"	"l,v"	z53	[z56]
IIIb	U	O:43 (U)	43		r	z53	
IIIb	U	O:43 (U)	43		z52	z53	
IIIb	X	O:47 (X)	47	"l,v/l,z13"	"l,v"	z53	
IIIb	Y	O:48 (Y)1	48		i	z53	
IIIb	Y	O:48 (Y)1	48		k	z53	
IIIb	Z	O:50 (Z)	50		i	z53	
IIIb	Z	O:50 (Z)	50		k	z53	
IIIb	Z	O:50 (Z)	50		r	z53	
IIIb	Z	O:50 (Z)	50		z10	z53	
IIIb	Z	O:50 (Z)	50		z52	z53	
IIIb		O:52	52		k	z53	
IIIb		O:52	52	"l,v/l,z13"	"l,v"	z53	
IIIb		O:53	53		k	z53	
IIIb		O:53	53		z52	z53	
IIIb	58	O:58	58		i	z53	
IIIb	58	O:58	58		r	z53	"[z47],[z57],[z70],[z73]"
IIIb	58	O:58	58		z10	z53	[z50]
IIIb		O:59	59		k	z53	
IIIb		O:59	59	"l,v/l,z13"	"l,v"	z53	
IIIb		O:59	59		z10	z53	
IIIb		O:59	59		z52	z53	
IIIb	H	"O:6,14 (H)"	"(6),14"		k	z53	
IIIb	H	"O:6,14 (H)"	"(6),14"	"l,v/l,z13"	"l,v"	z53	
IIIb	H	"O:6,14 (H)"	"6,14"		z10	z53	
IIIb		O:60	60		(k)	z53	
IIIb		O:60	60		r	z53	
IIIb		O:60	60		z10	z53	
IIIb		O:60	60		z52	z53	
IIIb	61	O:61	61		(k)	z53	
IIIb	61	O:61	61		r	z53	"[z47],[z50]"
IIIb		O:65	65		c	z53	
IIIb		O:65	65		(k)	z53	
IIIb		O:65	65	"l,v/l,z13"	"l,v"	z53	
IIIb		O:65	65		z52	z53	
IIIb	C1	O:7 (C1)	"6,7"	"l,v/l,z13"	"l,v"	z53	
IIIb	K	O:18 (K)	18		(k)	z54	
IIIb	P	O:38 (P)	38		(k)	z55	
IIIb	L	O:21 (L)	21	"l,v/l,z13"	"l,v"	z57	
IIIb	X	O:47 (X)	47	"l,v/l,z13"	"l,v"	z57	
IIIb	Z	O:50 (Z)	50	"l,v/l,z13"	"l,v"	z57	
IIIb		O:59	59		z10	z57	
Weltevreden	E	"O:3,10 (E1)"	"3,{10}{15}"		r	z6	
Bouake	I	O:16 (l)	16		z	z6	
Malstatt	I	O:16 (l)	16		b	z6	
Landwasser	E	"O:3,10 (E1)"	"3,10"		z	z6	
II	N	O:30 (N)	30		"l,z28"	z6	
Hongkong	E	"O:1,3,19 (E4)"	"1,3,19"		z	z6	
Ilugun	E	"O:1,3,19 (E4)"	"1,3,10,19"		"z4,z23"	z6	
Niloese	E	"O:1,3,19 (E4)"	"1,3,19"		d	z6	
Taksony	E	"O:1,3,19 (E4)"	"1,3,19"		i	z6	
Erfurt	F	O:11 (F)	11		b	z6	
Findorff	F	O:11 (F)	11		d	z6	
II	F	O:11 (F)	11		a	z6	z42
Nyanza	F	O:11 (F)	11		z	z6	[z83]
II	G	O:13 (G)	"13,22"	"g,s,t/g,t"	"g,t"	z6	
II	G	O:13 (G)	"13,23"		"l,z28"	z6	
II	G	O:13 (G)	"1,13,22"		z10	z6	
Isuge	G	O:13 (G)	"13,23"		d	z6	
Ivrysurseine	G	O:13 (G)	"1,13,23"		z	z6	
Tunis	G	O:13 (G)	"1,13,23"		y	z6	
Ablogame	I	O:16 (l)	16		"l,z13,z28"	z6	
Abobo	I	O:16 (l)	16		i	z6	
Angouleme	I	O:16 (l)	16		z10	z6	
Axim	I	O:16 (l)	16		"z4,z23"	z6	
Barmbek	I	O:16 (l)	16		d	z6	
Essingen	I	O:16 (l)	16		"l,w"	z6	
Heron	I	O:16 (l)	16		a	z6	
II	I	O:16 (l)	16		"l,w"	z6	
Lehrte	I	O:16 (l)	16		r	z6	
Losangeles	I	O:16 (l)	16	"l,v/l,z13"	"l,v"	z6	
Weston	I	O:16 (l)	16		"e,h"	z6	
II	J	O:17 (J)	17		b	z6	
Carnac	K	O:18 (K)	18		z10	z6	
II	K	O:18 (K)	18		z10	z6	
Madison	L	O:21 (L)	21		d	z6	
Dibra	M	O:28 (M)	28		a	z6	
II	M	O:28 (M)	28		b	z6	
Selby	M	O:28 (M)	28		y	z6	
Techimani	M	O:28 (M)	28		c	z6	
Assinie	E	"O:3,10 (E1)"	"3,10"		"l,w"	z6	[z45]
Biafra	E	"O:3,10 (E1)"	"3,10"		z10	z6	
Cairina	E	"O:3,10 (E1)"	"3,10"		z35	z6	
Hoghton	E	"O:3,10 (E1)"	"3,10"		"l,z13,z28"	z6	
II	E	"O:3,10 (E1)"	"3,10"	"l,v/l,z13"	"l,v"	z6	
Okefoko	E	"O:3,10 (E1)"	"3,10"		c	z6	
Sekondi	E	"O:3,10 (E1)"	"3,10"		"e,h"	z6	
Stockholm	E	"O:3,10 (E1)"	"3,{10}{15}"		y	z6	
Wagadugu	E	"O:3,10 (E1)"	"3,10"		"z4,z23"	z6	
Weybridge	E	"O:3,10 (E1)"	"3,10"		d	z6	
Wilmington	E	"O:3,10 (E1)"	"3,10"		b	z6	
Yeerongpilly	E	"O:3,10 (E1)"	"3,10"		i	z6	
II	N	O:30 (N)	30		b	z6	
Evry	O	O:35 (O)	35		i	z6	
Gassi	O	O:35 (O)	35		"e,h"	z6	
Ligna	O	O:35 (O)	35		z10	z6	
Kentucky	C2-C3	O:8 (C2-C3)	"8,20"		i	z6	
Altona	C2-C3	O:8 (C2-C3)	"8,20"	"r,i/r,[i]"	"r,[i]"	z6	
Makiso	C1	O:7 (C1)	"6,7"		"l,z13,z28"	z6	
Molade	C2-C3	O:8 (C2-C3)	"8,20"		z10	z6	
Linguere	A/D	"O:9,46 (D2)"	"9,46"		b	z6	
II	58	O:58	58		c	z6	
II	Z	O:50 (Z)	50		b	z6	
II	Y	O:48 (Y)1	48		d	z6	
II	58	O:58	58		"l,z13,z28"	z6	
Accra	E	"O:1,3,19 (E4)"	"1,3,19"		b	z6	
II	Q	O:39 (Q)	39		z10	z6	
Ayinde	B	O:4 (B)	"1,4,12,27"		d	z6	
Ayton	B	O:4 (B)	"1,4,12,27"		"l,w"	z6	
Bury	B	O:4 (B)	"4,12,27"		c	z6	
Entebbe	B	O:4 (B)	"1,4,12,27"		z	z6	
Fortune	B	O:4 (B)	"1,4,12,[27]"		z10	z6	
II	B	O:4 (B)	"1,4,[5],12"		"f,g,t"	z6	z42
Kamoru	B	O:4 (B)	"1,4,12,27"		y	z6	
Nakuru	B	O:4 (B)	"1,4,12,27"		a	z6	
Sloterdijk	B	O:4 (B)	"1,4,12,27"		z35	z6	
Southampton	B	O:4 (B)	"4,12,27"		r	z6	
Tripoli	B	O:4 (B)	"1,4,12,27"		b	z6	
Tumodi	B	O:4 (B)	"1,4,12"		i	z6	
Vuadens	B	O:4 (B)	"4,12,27"		"z4,z23"	z6	
Benguella	R	O:40 (R) 	40		b	z6	
Greiz	R	O:40 (R) 	40		a	z6	
II	R	O:40 (R) 	40		c	z6	
II	R	O:40 (R) 	40		k	z6	
II	R	O:40 (R) 	"1,40"		z	z6	
II	R	O:40 (R) 	"1,40"		z81	z6	
Nowawes	R	O:40 (R) 	40		z	z6	
Trotha	R	O:40 (R) 	40		z10	z6	
II	S	O:41 (S)	41		c	z6	
II	S	O:41 (S)	41		d	z6	
II	S	O:41 (S)	41		"g,m,s,t"	z6	
II	S	O:41 (S)	41		k	z6	
II	S	O:41 (S)	41		z10	z6	
Vietnam	S	O:41 (S)	41		b	z6	
Egusitoo	T	O:42 (T)	"1,42"		b	z6	
Gwale	T	O:42 (T)	"1,42"		k	z6	
Harvestehude	T	O:42 (T)	"1,42"		y	z6	
II	T	O:42 (T)	42		b	z6	
II	T	O:42 (T)	42		d	z6	
II	T	O:42 (T)	42		z	z6	
II	T	O:42 (T)	42		z10	z6	
Kampala	T	O:42 (T)	"1,42"		c	z6	
Loenga	T	O:42 (T)	"1,42"		z10	z6	
Middlesbrough	T	O:42 (T)	"1,42"		i	z6	
Tema	T	O:42 (T)	"1,42"		z35	z6	
Vogan	T	O:42 (T)	"1,42"		z38	z6	
II	U	O:43 (U)	43		a	z6	
Bere	X	O:47 (X)	47		"z4,z23"	z6	"[z45],[z58]"
II	X	O:47 (X)	47		b	z6	
II	X	O:47 (X)	47		z	z6	
Sya	X	O:47 (X)	47		b	z6	
Yombesali	X	O:47 (X)	47		z35	z6	
II	Y	O:48 (Y)1	48		a	z6	
II	Y	O:48 (Y)1	48		b	z6	
II	Y	O:48 (Y)1	48		"e,n,x,z15"	z6	
II	Z	O:50 (Z)	50	mt/mptu	"m,t"	z6	z42
II	Z	O:50 (Z)	50		k	z6	
II	Z	O:50 (Z)	50		z10	z6	z42
II		O:51	51		"l,z28"	z6	
II		O:53	53		"l,z28"	z6	
II		O:53	53		z	z6	
Poeseldorf		O:54	"8,20,54"		i	z6	
II		O:56	56		z	z6	
Antonio		O:57	57		a	z6	
II	58	O:58	58		a	z6	
II	58	O:58	58		d	z6	
II	58	O:58	58		z10	z6	
II		O:59	"1,59"		z	z6	
Albuquerque	H	"O:6,14 (H)"	"1,6,14,24"		d	z6	
II	H	"O:6,14 (H)"	"1,6,14"		k	z6	z42
II	H	"O:6,14 (H)"	"1,6,14"		z10	z6	z42
II		O:60	60		"g,m,t"	z6	
Cotonou	C1	O:7 (C1)	"6,7"		c	z6	
Damman	C1	O:7 (C1)	"6,7,14"		a	z6	
Gdansk	C1	O:7 (C1)	"6,7,14"	"l,v/l,z13"	"l,v"	z6	
Goma	C1	O:7 (C1)	"6,7"		"z4,z23"	z6	
II	C1	O:7 (C1)	"6,7"		a	z6	
II	C1	O:7 (C1)	"6,7"		"l,z28"	z6	
II	C1	O:7 (C1)	"6,7"		z	z6	
Leopoldville	C1	O:7 (C1)	"6,7,14"		b	z6	
Nieukerk	C1	O:7 (C1)	"6,7,14"		d	z6	
Redba	C1	O:7 (C1)	"6,7"		z10	z6	
Stuttgart	C1	O:7 (C1)	"6,7,14"		i	z6	
Angers	C2-C3	O:8 (C2-C3)	"8,20"		z35	z6	
Banalia	C2-C3	O:8 (C2-C3)	"6,8"		b	z6	
Daula	C2-C3	O:8 (C2-C3)	"8,20"		z	z6	
Diogoye	C2-C3	O:8 (C2-C3)	"8,20"		z41	z6	
II	C2-C3	O:8 (C2-C3)	"6,8"		d	z6	z42
II	C2-C3	O:8 (C2-C3)	"6,8"		"l,w"	z6	z42
Kralingen	C2-C3	O:8 (C2-C3)	"8,20"		y	z6	
Labadi	C2-C3	O:8 (C2-C3)	"8,20"		d	z6	
Lund	C2-C3	O:8 (C2-C3)	"6,8"	"l,v/l,z13"	"l,v"	z6	
Rechovot	C2-C3	O:8 (C2-C3)	"8,20"		"e,h"	z6	
Tado	C2-C3	O:8 (C2-C3)	"8,20"		c	z6	
Tounouma	C2-C3	O:8 (C2-C3)	"8,20"		b	z6	
Wippra	C2-C3	O:8 (C2-C3)	"6,8"		z10	z6	
II	A/D	O:9 (D1)	"1,9,12"		b	z6	
II	A/D	O:9 (D1)	"1,9,12"		z	z6	
Lome	A/D	O:9 (D1)	"9,12"		r	z6	
Penarth	A/D	O:9 (D1)	"9,12"		z35	z6	
Ridge	A/D	O:9 (D1)	"9,12"		c	z6	
Treguier	A/D	O:9 (D1)	"9,12"		z10	z6	
Zega	A/D	O:9 (D1)	"9,12"		d	z6	
Guerin	A/D	"O:9,46 (D2)"	"9,46"		"e,h"	z6	
II	A/D	"O:9,46 (D2)"	"9,46"		z10	z6	
Itutaba	A/D	"O:9,46 (D2)"	"9,46"		c	z6	
Louisiana	A/D	"O:9,46 (D2)"	"9,46"		z10	z6	
Mayday	A/D	"O:9,46 (D2)"	"9,46"		y	z6	
Plymouth	A/D	"O:9,46 (D2)"	"9,46"		d	z6	
Potto	A/D	"O:9,46 (D2)"	"9,46"		i	z6	
Sokode	A/D	"O:9,46 (D2)"	"9,46"		r	z6	
Trimdon	A/D	"O:9,46 (D2)"	"9,46"		z35	z6	
II	A/D	"O:9,46,27 (D3)"	"1,9,12,46,27"		a	z6	
IIIb	O	O:35 (O)	35		r	z61	
IIIb	Y	O:48 (Y)1	48		i	z61	
Aarhus	K	O:18 (K)	18		"z4,z23"	z64	
